ut_char,uniqueID,auseqence,fullname,surname,givenname,type,pub_year,paper_type,startyear,title,journal,issn,doi
WOS:000284489500001,0_74,1,"Chen, Cheng",CHEN,CHENG,1,2010,Article,2008,pore-scale simulation of density-driven convection in fractured porous media during geological co2 sequestration,water resources research,0043-1397,10.1029/2010wr009453
WOS:000285016100001,0_74,1,"Chen, Cheng",CHEN,CHENG,1,2010,Article,2008,"a multi-scale investigation of interfacial transport, pore fluid flow, and fine particle deposition in a sediment bed",water resources research,0043-1397,10.1029/2009wr009018
WOS:000295717700007,0_74,3,"Chen, Cheng",CHEN,CHENG,1,2011,Article,2008,a novel planar flow cell for studies of biofilm heterogeneity and flow-biofilm interactions,biotechnology and bioengineering,0006-3592,10.1002/bit.23234
WOS:000316580500017,0_74,1,"Chen, Cheng",CHEN,CHENG,1,2013,Article,2008,continuum-scale convective mixing in geological co2 sequestration in anisotropic and heterogeneous saline aquifers,advances in water resources,0309-1708,10.1016/j.advwatres.2012.10.012
WOS:000321660500014,0_74,4,"Chen, Cheng",CHEN,CHENG,1,2013,Article,2008,uncertainty quantification of contaminant transport and risk assessment with conditional stochastic collocation method,stochastic environmental research and risk assessment,1436-3240,10.1007/s00477-012-0682-x
WOS:000330531400011,0_74,1,"Chen, Cheng",CHEN,CHENG,1,2013,Article,2008,nanometer-scale characterization of microscopic pores in shale kerogen by image analysis and pore-scale modeling,geochemistry geophysics geosystems,1525-2027,10.1002/ggge.20254
WOS:000345289100010,0_74,1,"Chen, Cheng",CHEN,CHENG,1,2014,Article,2008,effect of reservoir heterogeneity on primary recovery and co2 huff 'n' puff recovery in shale-oil reservoirs,spe reservoir evaluation & engineering,1094-6470,1
WOS:000349889800032,0_74,3,"Chen, Cheng",CHEN,CHENG,1,2015,Article,2008,efficient bayesian experimental design for contaminant source identification,water resources research,0043-1397,10.1002/2014wr015740
WOS:000357833600034,0_74,1,"Chen, Cheng",CHEN,CHENG,1,2015,Article,2008,using the level set method to study the effects of heterogeneity and anisotropy on hyporheic exchange,water resources research,0043-1397,10.1002/2014wr016444
WOS:000379102600083,0_74,1,"Chen, Cheng",CHEN,CHENG,1,2016,Article,2008,"multiscale imaging, modeling, and principal component analysis of gas transport in shale reservoirs",fuel,0016-2361,10.1016/j.fuel.2016.06.020
WOS:000393300000026,0_74,1,"Chen, Cheng",CHEN,CHENG,1,2016,Article,2008,optimization of lattice boltzmann simulation with graphics-processing-unit parallel computing and the application in reservoir characterization,spe journal,1086-055X,10.2118/179733-pa
WOS:000386770400012,0_74,1,"Chen, Cheng",CHEN,CHENG,1,2017,Article,2008,investigation of cyclic co2 huff-and-puff recovery in shale oil reservoirs using reservoir simulation and sensitivity analysis,fuel,0016-2361,10.1016/j.fuel.2016.10.006
WOS:000301761300006,0_75,3,"Zhang, Kuilin",ZHANG,KUILIN,1,2011,Article,2009,time-dependent origin-destination demand estimation,transportation research record,0361-1981,10.3141/2263-06
WOS:000301815100007,0_75,3,"Zhang, Kuilin",ZHANG,KUILIN,1,2011,Article,2009,"congestion pricing, heterogeneous users, and travel time reliability multicriterion dynamic user equilibrium model and efficient implementation for large-scale networks",transportation research record,0361-1981,10.3141/2254-07
WOS:000322432200002,0_75,3,"Zhang, Kuilin",ZHANG,KUILIN,1,2013,Article,2009,dynamic origin-destination demand flow estimation under congested traffic conditions,transportation research part c-emerging technologies,0968-090X,10.1016/j.trc.2013.05.006
WOS:000326558100004,0_75,3,"Zhang, Kuilin",ZHANG,KUILIN,1,2014,Article,2009,model predictive control-based power dispatch for distribution system considering plug-in electric vehicle uncertainty,electric power systems research,0378-7796,10.1016/j.epsr.2013.08.001
WOS:000371839400008,0_75,6,"Zhang, Kuilin",ZHANG,KUILIN,1,2016,Article,2009,polaris agent-based modeling framework development and implementation for integrated travel demand and network and operations simulations,transportation research part c-emerging technologies,0968-090X,10.1016/j.trc.2015.07.017
WOS:000381057900003,0_75,2,"Zhang, Kuilin",ZHANG,KUILIN,1,2016,Article,2009,dynamic coordinated control system for emergency evacuation exploration and assessment,natural hazards review,1527-6988,10.1061/(asce)nh.1527-6996.0000197
WOS:000423006600001,0_75,2,"Zhang, Kuilin",ZHANG,KUILIN,1,2017,Article,2009,observing individual dynamic choices of activity chains from location-based crowdsourced data,transportation research part c-emerging technologies,0968-090X,10.1016/j.trc.2017.09.005
WOS:000272395400061,0_76,1,"Xiao, Jianliang",XIAO,JIANLIANG,1,2009,Article,2009,alignment controlled growth of single-walled carbon nanotubes on quartz substrates,nano letters,1530-6984,10.1021/nl9025488
WOS:000271666800031,0_76,2,"Xiao, Jianliang",XIAO,JIANLIANG,1,2009,Article,2009,mechanics of hemispherical electronics,applied physics letters,0003-6951,10.1063/1.3256185
WOS:000269654900022,0_76,2,"Xiao, Jianliang",XIAO,JIANLIANG,1,2009,Article,2009,lateral buckling mechanics in silicon nanowires on elastomeric substrates,nano letters,1530-6984,10.1021/nl901450q
WOS:000267599600049,0_76,3,"Xiao, J",XIAO,J,2,2009,Article,2009,mechanics of noncoplanar mesh design for stretchable electronic circuits,journal of applied physics,0021-8979,10.1063/1.3148245
WOS:000264280000035,0_76,4,"Xiao, J",XIAO,J,2,2009,Article,2009,continuum modeling of van der waals interactions between carbon nanotube walls,applied physics letters,0003-6951,10.1063/1.3099023
WOS:000264818400002,0_76,5,"Xiao, Jianliang",XIAO,JIANLIANG,1,2009,Article,2009,a numerical study of indentation with small spherical indenters,acta mechanica solida sinica,0894-9166,1
WOS:000267208100021,0_76,3,"Xiao, J",XIAO,J,2,2009,Article,2009,the equivalence of axisymmetric indentation model for three-dimensional indentation hardness,journal of materials research,0884-2914,10.1557/jmr.2009.0095
WOS:000290363700006,0_76,2,"Xiao, Jianliang",XIAO,JIANLIANG,1,2010,Article,2009,mechanics analysis of two-dimensionally prestrained elastomeric thin film for stretchable electronics,acta mechanica solida sinica,0894-9166,1
WOS:000283744500014,0_76,2,"Xiao, Jianliang",XIAO,JIANLIANG,1,2010,Article,2009,mechanics of curvilinear electronics,soft matter,1744-683X,10.1039/c0sm00579g
WOS:000283353700024,0_76,3,"Xiao, Jianliang",XIAO,JIANLIANG,1,2010,Article,2009,waterproof alingap optoelectronics on stretchable substrates with applications in biomedicine and robotics,nature materials,1476-1122,10.1038/nmat2879
WOS:000277926600019,0_76,4,"Xiao, Jianliang",XIAO,JIANLIANG,1,2010,Article,2009,dissolvable films of silk fibroin for ultrathin conformal bio-integrated electronics,nature materials,1476-1122,10.1038/nmat2745
WOS:000277007700047,0_76,2,"Xiao, Jianliang",XIAO,JIANLIANG,1,2010,Article,2009,free folding of suspended graphene sheets by random mechanical stimulation,physical review letters,0031-9007,10.1103/physrevlett.104.166805
WOS:000278601400002,0_76,2,"Xiao, Jianliang",XIAO,JIANLIANG,1,2010,Review,2009,"stretchable, curvilinear electronics based on inorganic materials",advanced materials,0935-9648,10.1002/adma.200902927
WOS:000277304200003,0_76,8,"Xiao, Jianliang",XIAO,JIANLIANG,1,2010,Article,2009,"a conformal, bio-interfaced class of silicon electronics for mapping cardiac electrophysiology",science translational medicine,1946-6234,10.1126/scitranslmed.3000738
WOS:000274243300005,0_76,3,"Xiao, Jianliang",XIAO,JIANLIANG,1,2010,Article,2009,compact monocrystalline silicon solar modules with high voltage outputs and mechanically flexible designs,energy & environmental science,1754-5692,10.1039/b920862c
WOS:000272411500009,0_76,4,"Xiao, J",XIAO,J,2,2010,Article,2009,the equivalent axisymmetric model for berkovich indenters in power-law hardening materials,international journal of plasticity,0749-6419,10.1016/j.ijplas.2009.06.008
WOS:000271574200003,0_76,1,"Xiao, J",XIAO,J,2,2010,Article,2009,analytical and experimental studies of the mechanics of deformation in a solid with a wavy surface profile,journal of applied mechanics-transactions of the asme,0021-8936,10.1115/1.3132184
WOS:000273965000018,0_76,1,"Xiao, J",XIAO,J,2,2010,Article,2009,mechanics of nanowire/nanotube in-surface buckling on elastomeric substrates,nanotechnology,0957-4484,10.1088/0957-4484/21/8/085708
WOS:000297546300021,0_76,17,"Xiao, Jianliang",XIAO,JIANLIANG,1,2011,Article,2009,"flexible, foldable, actively multiplexed, high-density electrode array for mapping brain activity in vivo",nature neuroscience,1097-6256,10.1038/nn.2973
WOS:000286804700011,0_76,2,"Xiao, Jianliang",XIAO,JIANLIANG,1,2011,Article,2009,dynamically tunable hemispherical electronic eye camera system with adjustable zoom capability,proceedings of the national academy of sciences of the united states of america,0027-8424,10.1073/pnas.1015440108
WOS:000311708300005,0_76,2,"Xiao, Jianliang",XIAO,JIANLIANG,1,2012,Article,2009,biaxial compressive strain engineering in graphene/boron nitride heterostructures,scientific reports,2045-2322,10.1038/srep00893
WOS:000299368300039,0_76,12,"Xiao, Jianliang",XIAO,JIANLIANG,1,2012,Article,2009,si/ge double-layered nanotube array as a lithium ion battery anode,acs nano,1936-0851,10.1021/nn203572n
WOS:000328439200070,0_76,4,"Xiao, Jianliang",XIAO,JIANLIANG,1,2013,Article,2009,graphene blisters with switchable shapes controlled by pressure and adhesion,nano letters,1530-6984,10.1021/nl4036324
WOS:000318221500040,0_76,4,"Xiao, Jianliang",XIAO,JIANLIANG,1,2013,Article,2009,digital cameras with designs inspired by the arthropod eye,nature,0028-0836,10.1038/nature12083
WOS:000326177600010,0_76,4,"Xiao, Jianliang",XIAO,JIANLIANG,1,2013,Article,2009,"mechanics of adhered, pressurized graphene blisters",journal of applied mechanics-transactions of the asme,0021-8936,10.1115/1.4024255
WOS:000326179400022,0_76,3,"Xiao, Jianliang",XIAO,JIANLIANG,1,2013,Article,2009,mechanics of tunable hemispherical electronic eye camera systems that combine rigid device elements with soft elastomers,journal of applied mechanics-transactions of the asme,0021-8936,10.1115/1.4023962
WOS:000313752600022,0_76,5,"Xiao, Jianliang",XIAO,JIANLIANG,1,2013,Article,2009,mechanics of self-folding of single-layer graphene,journal of physics d-applied physics,0022-3727,10.1088/0022-3727/46/5/055308
WOS:000315413600027,0_76,3,"Xiao, Jianliang",XIAO,JIANLIANG,1,2013,Article,2009,surface effects on in-plane buckling of nanowires on elastomeric substrates,journal of physics d-applied physics,0022-3727,10.1088/0022-3727/46/12/125309
WOS:000318892400070,0_76,7,"Xiao, Jianliang",XIAO,JIANLIANG,1,2013,Article,2009,observation of pull-in instability in graphene membranes under interfacial forces,nano letters,1530-6984,10.1021/nl401180t
WOS:000345310100010,0_76,5,"Xiao, Jianliang",XIAO,JIANLIANG,1,2014,Article,2009,reconfigurable surface patterns on covalent adaptive network polymers using nanoimprint lithography,polymer,0032-3861,10.1016/j.polymer.2014.09.024
WOS:000338236800015,0_76,4,"Xiao, JianLiang",XIAO,JIANLIANG,1,2014,Article,2009,folding of multi-layer graphene sheets induced by van der waals interaction,acta mechanica sinica,0567-7718,10.1007/s10409-014-0062-5
WOS:000334940900011,0_76,6,"Xiao, Jianliang",XIAO,JIANLIANG,1,2014,Article,2009,"compliant, heterogeneously integrated gaas micro-vcsels towards wearable and implantable integrated optoelectronics platforms",advanced optical materials,2195-1071,10.1002/adom.201300533
WOS:000331910200008,0_76,6,"Xiao, Jianliang",XIAO,JIANLIANG,1,2014,Article,2009,morphing metal-polymer janus particles,advanced materials,0935-9648,10.1002/adma.201304079
WOS:000357997300016,0_76,4,"Xiao, Jianliang",XIAO,JIANLIANG,1,2015,Article,2009,influence of nanoimprint lithography on membrane structure and performance,polymer,0032-3861,10.1016/j.polymer.2015.05.049
WOS:000347958600051,0_76,2,"Xiao, Jianliang",XIAO,JIANLIANG,1,2015,Article,2009,mechanics and optics of stretchable elastomeric microlens array for artificial compound eye camera,journal of applied physics,0021-8979,10.1063/1.4905299
WOS:000382750800011,0_76,5,"Xiao, Jianliang",XIAO,JIANLIANG,1,2016,Article,2009,third-order polynomials model for analyzing multilayer hard/soft materials in flexible electronics,journal of applied mechanics-transactions of the asme,0021-8936,10.1115/1.4033754
WOS:000374706700016,0_76,6,"Xiao, Jianliang",XIAO,JIANLIANG,1,2016,Article,2009,influences of substrate adhesion and particle size on the shape memory effect of polystyrene particles,langmuir,0743-7463,10.1021/acs.langmuir.6b00588
WOS:000385223900022,0_76,3,"Xiao, Jianliang",XIAO,JIANLIANG,1,2016,Article,2009,observations of stress accumulation and relaxation in solid-state lithiation and delithiation of suspended si microcantilevers,physica status solidi a-applications and materials science,1862-6300,10.1002/pssa.201532671
WOS:000375991100001,0_76,3,"Xiao, Jianliang",XIAO,JIANLIANG,1,2016,Review,2009,"stretchable thin film materials fabrication, application, and mechanics",journal of electronic packaging,1043-7398,10.1115/1.4032984
WOS:000407453500009,0_76,2,"Xiao, Jianliang",XIAO,JIANLIANG,1,2017,Article,2009,"programmable, reversible and repeatable wrinkling of shape memory polymer thin films on elastomeric substrates for smart adhesion",soft matter,1744-683X,10.1039/c7sm01071k
WOS:000413794700019,0_76,4,"Xiao, Jianliang",XIAO,JIANLIANG,1,2017,Article,2009,temperature dependent evolution of wrinkled single-crystal silicon ribbons on shape memory polymers,soft matter,1744-683X,10.1039/c7sm01404j
WOS:000408477200001,0_76,3,"Xiao, Jianliang",XIAO,JIANLIANG,1,2017,Article,2009,theoretical studies on lattice-oriented growth of single-walled carbon nanotubes on sapphire,nanotechnology,0957-4484,10.1088/1361-6528/aa7ebe
WOS:000412185900008,0_76,6,"Xiao, Jianliang",XIAO,JIANLIANG,1,2017,Article,2009,harnessing surface wrinkling-cracking patterns for tunable optical transmittance,advanced optical materials,2195-1071,10.1002/adom.201700425
WOS:000405458400044,0_76,9,"Xiao, Jianliang",XIAO,JIANLIANG,1,2017,Article,2009,multiaxial wavy top-emission organic light-emitting diodes on thermally prestrained elastomeric substrates,organic electronics,1566-1199,10.1016/j.orgel.2017.06.019
WOS:000412925600006,0_76,10,"Xiao, Jianliang",XIAO,JIANLIANG,1,2017,Article,2009,scalable manufacturing of solderable and stretchable physiologic sensing systems,advanced materials,0935-9648,10.1002/adma.201701312
WOS:000402584900120,0_76,3,"Xiao, Jianliang",XIAO,JIANLIANG,1,2017,Article,2009,characterization and photocatalytic properties of sio2-tio2 nanocomposites prepared through gaseous detonation method,ceramics international,0272-8842,10.1016/j.ceramint.2017.04.107
WOS:000436855300073,0_76,9,"Xiao, Jianliang",XIAO,JIANLIANG,1,2018,Article,2009,direction-dependent stretchability of agnw electrodes on microprism-mediated elastomeric substrates,aip advances,2158-3226,10.1063/1.5026742
WOS:000425977500006,0_76,3,"Xiao, Jianliang",XIAO,JIANLIANG,1,2018,Article,2009,simultaneous formation of multiscale hierarchical surface morphologies through sequential wrinkling and folding,applied physics letters,0003-6951,10.1063/1.5020177
WOS:000435987400015,0_76,6,"Xiao, Jianliang",XIAO,JIANLIANG,1,2018,Article,2009,programmable localized wrinkling of thin films on shape memory polymers with application in nonuniform optical gratings,applied physics letters,0003-6951,10.1063/1.5037120
WOS:000426845500055,0_76,6,"Xiao, Jianliang",XIAO,JIANLIANG,1,2018,Article,2009,"rehealable, fully recyclable, and malleable electronic skin enabled by dynamic covalent thermoset nanocomposite",science advances,2375-2548,10.1126/sciadv.aaq0508
WOS:000423401100003,0_76,9,"Xiao, Jianliang",XIAO,JIANLIANG,1,2018,Article,2009,"miniaturized, battery-free optofluidic systems with potential for wireless pharmacology and optogenetics",small,1613-6810,10.1002/smll.201702479
WOS:000490703900012,0_76,10,"Xiao, Jianliang",XIAO,JIANLIANG,1,2019,Article,2009,three-dimensional curvy electronics created using conformal additive stamp printing,nature electronics,2520-1131,10.1038/s41928-019-0304-4
WOS:000505991400005,0_76,8,"Xiao, Jianliang",XIAO,JIANLIANG,1,2019,Article,2009,investigating the self-healing of dynamic covalent thermoset polyimine and its nanocomposites,journal of applied mechanics-transactions of the asme,0021-8936,10.1115/1.4044088
WOS:000499736100089,0_76,17,"Xiao, Jianliang",XIAO,JIANLIANG,1,2019,Article,2009,"mechanically transformative electronics, sensors, and implantable devices",science advances,2375-2548,10.1126/sciadv.aay0418
WOS:000470152800036,0_76,7,"Xiao, Jianliang",XIAO,JIANLIANG,1,2019,Article,2009,tunable surface wrinkling on shape memory polymers with application in smart micromirror,applied physics letters,0003-6951,10.1063/1.5096767
WOS:000469807200002,0_76,9,"Xiao, Jianliang",XIAO,JIANLIANG,1,2019,Article,2009,improved design of highly efficient microsized lithium-ion batteries for stretchable electronics,journal of micromechanics and microengineering,0960-1317,10.1088/1361-6439/ab1d97
WOS:000481798400013,0_76,9,"Xiao, Jianliang",XIAO,JIANLIANG,1,2019,Article,2009,metal oxide semiconductor nanomembrane-based soft unnoticeable multifunctional electronics for wearable human-machine interfaces,science advances,2375-2548,10.1126/sciadv.aav9653
WOS:000466265100001,0_76,4,"Xiao, Jianliang",XIAO,JIANLIANG,1,2019,Article,2009,wrinkling of silicon nanoribbons on shape memory polymers,journal of physics d-applied physics,0022-3727,10.1088/1361-6463/ab188a
WOS:000461728600016,0_76,3,"Xiao, Jianliang",XIAO,JIANLIANG,1,2019,Article,2009,mapping the nonlinear crack tip deformation field in soft elastomer with a particle tracking method,journal of the mechanics and physics of solids,0022-5096,10.1016/j.jmps.2018.12.018
WOS:000272994200005,0_77,3,"Mao, Leidong",MAO,LEIDONG,1,2009,Article,2008,label-free cellular manipulation and sorting via biocompatible ferrofluids,proceedings of the national academy of sciences of the united states of america,0027-8424,10.1073/pnas.0912138106
WOS:000281483400040,0_77,3,"Mao, Leidong",MAO,LEIDONG,1,2010,Article,2008,continuous separation of non-magnetic particles inside ferrofluids,microfluidics and nanofluidics,1613-4982,10.1007/s10404-010-0616-1
WOS:000290581900008,0_77,4,"Mao, Leidong",MAO,LEIDONG,1,2011,Article,2008,analytical model of microfluidic transport of non-magnetic particles in ferrofluids under the influence of a permanent magnet,microfluidics and nanofluidics,1613-4982,10.1007/s10404-010-0754-5
WOS:000292329700037,0_77,6,"Mao, Leidong",MAO,LEIDONG,1,2011,Article,2008,thiolene-based microfluidic flow cells for surface plasmon resonance imaging,biomicrofluidics,1932-1058,10.1063/1.3596395
WOS:000294922100010,0_77,1,"Mao, Leidong",MAO,LEIDONG,1,2011,Article,2008,direct observation of closed-loop ferrohydrodynamic pumping under traveling magnetic fields,physical review b,1098-0121,10.1103/physrevb.84.104431
WOS:000297366700005,0_77,3,"Mao, Leidong",MAO,LEIDONG,1,2011,Article,2008,focusing microparticles in a microfluidic channel with ferrofluids,microfluidics and nanofluidics,1613-4982,10.1007/s10404-011-0835-0
WOS:000299121200009,0_77,4,"Mao, Leidong",MAO,LEIDONG,1,2012,Article,2008,magnetic nanoparticle-based hyperthermia for head & neck cancer in mouse models,theranostics,1838-7640,10.7150/thno.3854
WOS:000310394400012,0_77,8,"Mao, Leidong",MAO,LEIDONG,1,2012,Article,2008,continuous-flow ferrohydrodynamic sorting of particles and cells in microfluidic devices,microfluidics and nanofluidics,1613-4982,10.1007/s10404-012-1004-9
WOS:000340992300019,0_77,5,"Mao, Leidong",MAO,LEIDONG,1,2014,Article,2008,acceleration of tissue plasminogen activator-mediated thrombolysis by magnetically powered nanomotors,acs nano,1936-0851,10.1021/nn5029955
WOS:000345389900001,0_77,5,"Mao, Leidong",MAO,LEIDONG,1,2014,Article,2008,combining positive and negative magnetophoreses to separate particles of different magnetic properties,microfluidics and nanofluidics,1613-4982,10.1007/s10404-014-1396-9
WOS:000359499900001,0_77,5,"Mao, Leidong",MAO,LEIDONG,1,2015,Article,2008,magnetic-field-assisted fabrication and manipulation of nonspherical polymer particles in ferrofluid-based droplet microfluidics,langmuir,0743-7463,10.1021/acs.langmuir.5b02097
WOS:000364030900005,0_77,6,"Mao, Leidong",MAO,LEIDONG,1,2015,Article,2008,magnetohydrodynamic-driven design of microscopic endocapsules in mri,ieee-asme transactions on mechatronics,1083-4435,10.1109/tmech.2015.2412517
WOS:000379128700011,0_77,4,"Mao, Leidong",MAO,LEIDONG,1,2016,Article,2008,label-free microfl uidic manipulation of particles and cells in magnetic liquids,advanced functional materials,1616-301X,10.1002/adfm.201504178
WOS:000379128700013,0_77,4,"Mao, Leidong",MAO,LEIDONG,1,2016,Review,2008,the magnetohydrodynamic effect and its associated material designs for biomedical applications a state-of-the-art review,advanced functional materials,1616-301X,10.1002/adfm.201504198
WOS:000379128700017,0_77,11,"Mao, Leidong",MAO,LEIDONG,1,2016,Article,2008,label-free and continuous-flow ferrohydrodynamic separation of hela cells and blood cells in biocompatible ferrofluids,advanced functional materials,1616-301X,10.1002/adfm.201503838
WOS:000384233900010,0_77,6,"Mao, Leidong",MAO,LEIDONG,1,2016,Article,2008,"glioma cell invasion is significantly enhanced in composite hydrogel matrices composed of chondroitin 4-and 4,6-sulfated glycosaminoglycans",journal of materials chemistry b,2050-750X,10.1039/c6tb01083k
WOS:000386237000018,0_77,4,"Mao, Leidong",MAO,LEIDONG,1,2016,Article,2008,dynamic scaling of ferromagnetic micro-rod clusters under a weak magnetic field,soft matter,1744-683X,10.1039/c6sm01485b
WOS:000386470000001,0_77,9,"Mao, Leidong",MAO,LEIDONG,1,2016,Article,2008,synchronizing stochastic circadian oscillators in single cells of neurospora crassa,scientific reports,2045-2322,10.1038/srep35828
WOS:000404469800010,0_77,8,"Mao, Leidong",MAO,LEIDONG,1,2017,Article,2008,biocompatible and label-free separation of cancer cells from cell culture lines from white blood cells in ferrofluids,lab on a chip,1473-0197,10.1039/c7lc00327g
WOS:000410405600010,0_77,11,"Mao, Leidong",MAO,LEIDONG,1,2017,Article,2008,label-free ferrohydrodynamic cell separation of circulating tumor cells,lab on a chip,1473-0197,10.1039/c7lc00680b
WOS:000415911700018,0_77,6,"Mao, Leidong",MAO,LEIDONG,1,2017,Article,2008,ferrofluid-based droplet interface bilayer networks,langmuir,0743-7463,10.1021/acs.langmuir.7b03055
WOS:000438619900001,0_77,4,"Mao, Leidong",MAO,LEIDONG,1,2018,Article,2008,reconfiguring ferromagnetic microrod chains by alternating two orthogonal magnetic fields,journal of physics-condensed matter,0953-8984,10.1088/1361-648x/aacf69
WOS:000432329200026,0_77,6,"Mao, L",MAO,L,2,2018,Article,2008,ensemble methods for stochastic networks with special reference to the biological clock of neurospora crassa,plos one,1932-6203,10.1371/journal.pone.0196435
WOS:000436065800006,0_77,6,"Mao, Leidong",MAO,LEIDONG,1,2018,Article,2008,magnetic resonance conditional paramagnetic choke for suppression of imaging artifacts during magnetic resonance imaging,proceedings of the institution of mechanical engineers part h-journal of engineering in medicine,0954-4119,10.1177/0954411918771098
WOS:000466604600001,0_77,13,"Mao, Leidong",MAO,LEIDONG,1,2019,Article,2008,"single cells of neurospora crassa show circadian oscillations, light entrainment, temperature compensation, and phase synchronization",ieee access,2169-3536,10.1109/access.2019.2910731
WOS:000507461600030,0_77,5,"Mao, Leidong",MAO,LEIDONG,1,2019,Article,2008,surfen-mediated blockade of extratumoral chondroitin sulfate glycosaminoglycans inhibits glioblastoma invasion,faseb journal,0892-6638,10.1096/fj.201802610rr
WOS:000473087800003,0_77,6,"Mao, Leidong",MAO,LEIDONG,1,2019,Article,2008,what is phase in cellular clocks?,yale journal of biology and medicine,0044-0086,1
WOS:000473058500012,0_77,17,"Mao, Leidong",MAO,LEIDONG,1,2019,Article,2008,tumor antigen-independent and cell size variation-inclusive enrichment of viable circulating tumor cells,lab on a chip,1473-0197,10.1039/c9lc00210c
WOS:000187722000002,0_80,1,"KANG, QJ",KANG,QJ,2,2004,Article,2004,immiscible displacement in a channel simulations of fingering in two dimensions,advances in water resources,0309-1708,1
WOS:000225030700003,0_80,1,"KANG, QJ",KANG,QJ,2,2004,Article,2004,lattice boltzmann model for crystal growth from supersaturated solution,geophysical research letters,0094-8276,1
WOS:000222774500002,0_80,2,"KANG, QJ",KANG,QJ,2,2004,Article,2004,pore scale simulation of solute transport in fractured porous media,geophysical research letters,0094-8276,1
WOS:000234304100003,0_80,1,"KANG, QJ",KANG,QJ,2,2005,Article,2004,displacement of a three-dimensional immiscible droplet in a duct,journal of fluid mechanics,0022-1120,1
WOS:000231304000017,0_80,1,"KANG, QJ",KANG,QJ,2,2005,Article,2004,numerical modeling of pore-scale phenomena during co2 sequestration in oceanic sediments,fuel processing technology,0378-3820,1
WOS:000238044500001,0_80,1,"KANG, QINJUN",KANG,QINJUN,1,2006,Article,2004,lattice boltzmann pore-scale model for multicomponent reactive transport in porous media,journal of geophysical research-solid earth,0148-0227,1
WOS:000251350600001,0_80,1,"KANG, QINJUN",KANG,QINJUN,1,2007,Article,2004,an improved lattice boltzmann model for multicomponent reactive transport in porous media at the pore scale,water resources research,0043-1397,1
WOS:000251694100002,0_80,2,"KANG, Q",KANG,Q,2,2007,Article,2004,upscaling pore-scale reactive transport equations using a multiscale continuum formulation,water resources research,0043-1397,1
WOS:000272547200014,0_80,3,"Kang, Qinjun",KANG,QINJUN,1,2009,Article,2004,mesoscopic modeling of two-phase behavior and flooding phenomena in polymer electrolyte fuel cells,electrochimica acta,0013-4686,10.1016/j.electacta.2009.06.066
WOS:000264532800028,0_80,2,"Kang, Qinjun",KANG,QINJUN,1,2009,Article,2004,thermal conductivity enhancement of carbon fiber composites,applied thermal engineering,1359-4311,10.1016/j.applthermaleng.2008.03.004
WOS:000265158800016,0_80,2,"Kang, Qinjun",KANG,QINJUN,1,2009,Article,2004,electrokinetic transport in microchannels with random roughness,analytical chemistry,0003-2700,10.1021/ac802569n
WOS:000266500500019,0_80,2,"Kang, Qinjun",KANG,QINJUN,1,2009,Article,2004,peristaltic particle transport using the lattice boltzmann method,physics of fluids,1070-6631,10.1063/1.3111782
WOS:000268374900049,0_80,4,"Kang, Q",KANG,Q,2,2009,Review,2004,modeling fractal electrodes for li-ion batteries,electrochimica acta,0013-4686,10.1016/j.electacta.2009.05.060
WOS:000274550500013,0_80,1,"Kang, Qinjun",KANG,QINJUN,1,2010,Article,2004,pore scale modeling of reactive transport involved in geologic co2 sequestration,transport in porous media,0169-3913,10.1007/s11242-009-9443-9
WOS:000283100300002,0_80,4,"Kang, Qinjun",KANG,QINJUN,1,2010,Article,2004,optimization and uncertainty assessment of strongly nonlinear groundwater models with high parameter dimensionality,water resources research,0043-1397,10.1029/2009wr008584
WOS:000273084800010,0_80,2,"Kang, Qinjun",KANG,QINJUN,1,2010,Article,2004,modeling electrokinetic flows in microchannels using coupled lattice boltzmann methods,journal of computational physics,0021-9991,10.1016/j.jcp.2009.10.006
WOS:000276556000054,0_80,2,"Kang, Qinjun",KANG,QINJUN,1,2010,Article,2004,effects of pore-scale heterogeneity and transverse mixing on bacterial growth in porous media,environmental science & technology,0013-936X,10.1021/es903396h
WOS:000277630300008,0_80,2,"Kang, Qinjun",KANG,QINJUN,1,2010,Article,2004,modeling of electrokinetic transport in silica nanofluidic channels,analytica chimica acta,0003-2670,10.1016/j.aca.2010.02.018
WOS:000278932400004,0_80,2,"Kang, Qinjun",KANG,QINJUN,1,2010,Article,2004,electrochemomechanical energy conversion efficiency in silica nanochannels,microfluidics and nanofluidics,1613-4982,10.1007/s10404-009-0530-6
WOS:000277220600013,0_80,4,"Kang, Qinjun",KANG,QINJUN,1,2010,Article,2004,viscous flow and colloid transport near air-water interface in a microchannel,computers & mathematics with applications,0898-1221,10.1016/j.camwa.2009.08.059
WOS:000275849400007,0_80,3,"Kang, Qinjun",KANG,QINJUN,1,2010,Article,2004,nonlinear effective properties of unsaturated porous materials,international journal of nonlinear sciences and numerical simulation,1565-1339,1
WOS:000286402500003,0_80,1,"Kang, Qinjun",KANG,QINJUN,1,2010,Article,2004,lattice boltzmann method for reacting flows in porous media,advances in applied mathematics and mechanics,2070-0733,10.4208/aamm.10-10s02
WOS:000286891500005,0_80,2,"Kang, Qinjun",KANG,QINJUN,1,2011,Review,2004,pore-scale modeling of two-phase transport in polymer electrolyte fuel cells-progress and perspective,energy & environmental science,1754-5692,10.1039/b926077c
